,Areaname,Land Area (sq. mi)
48083,"Coleman, TX",1261.95
48085,"Collin, TX",841.23
48087,"Collingsworth, TX",918.44
48089,"Colorado, TX",960.27
48091,"Comal, TX",559.48
48093,"Comanche, TX",937.75
48095,"Concho, TX",983.8
48097,"Cooke, TX",874.76
48099,"Coryell, TX",1052.07
48101,"Cottle, TX",900.56
48103,"Crane, TX",785.07
48105,"Crockett, TX",2807.33
48107,"Crosby, TX",900.2
48109,"Culberson, TX",3812.8
48111,"Dallam, TX",1503.26
48113,"Dallas, TX",871.28
48115,"Dawson, TX",900.31
48117,"Deaf Smith, TX",1496.87
48119,"Delta, TX",256.83
48121,"Denton, TX",878.43
48123,"DeWitt, TX",908.98
48125,"Dickens, TX",901.72
48127,"Dimmit, TX",1328.88
48129,"Donley, TX",926.89
48131,"Duval, TX",1793.48
48133,"Eastland, TX",926.49
48135,"Ector, TX",897.69
48137,"Edwards, TX",2117.86
48139,"Ellis, TX",935.49
48141,"El Paso, TX",1012.69
48143,"Erath, TX",1083.07
48145,"Falls, TX",765.48
48147,"Fannin, TX",890.84
48149,"Fayette, TX",950.01
48151,"Fisher, TX",898.94
48153,"Floyd, TX",992.14
48155,"Foard, TX",704.4
48157,"Fort Bend, TX",861.48
48159,"Franklin, TX",284.39
48161,"Freestone, TX",877.74
48163,"Frio, TX",1133.5
48165,"Gaines, TX",1502.38
48167,"Galveston, TX",378.36
48169,"Garza, TX",893.41
48171,"Gillespie, TX",1058.21
48173,"Glasscock, TX",900.22
48175,"Goliad, TX",852.01
48177,"Gonzales, TX",1066.69
48179,"Gray, TX",925.97
48181,"Grayson, TX",932.8
48183,"Gregg, TX",273.3
48185,"Grimes, TX",787.46
48187,"Guadalupe, TX",711.3
48189,"Hale, TX",1004.68
48191,"Hall, TX",883.49
48193,"Hamilton, TX",835.91
48195,"Hansford, TX",919.81
48197,"Hardeman, TX",695.11
48199,"Hardin, TX",890.57
48201,"Harris, TX",1703.48
48203,"Harrison, TX",899.95
48205,"Hartley, TX",1462.03
48207,"Haskell, TX",903.13
48209,"Hays, TX",677.98
48211,"Hemphill, TX",906.29
48213,"Henderson, TX",873.75
48215,"Hidalgo, TX",1570.87
48217,"Hill, TX",958.86
48219,"Hockley, TX",908.39
48221,"Hood, TX",420.64
48223,"Hopkins, TX",767.17
48225,"Houston, TX",1230.91
48227,"Howard, TX",900.79
48229,"Hudspeth, TX",4570.98
48231,"Hunt, TX",840.32
48233,"Hutchinson, TX",887.42
48235,"Irion, TX",1051.56
48237,"Jack, TX",910.66
48239,"Jackson, TX",829.44
48241,"Jasper, TX",938.85
48243,"Jeff Davis, TX",2264.56
48245,"Jefferson, TX",876.3
48247,"Jim Hogg, TX",1136.14
48249,"Jim Wells, TX",864.97
48251,"Johnson, TX",724.69
48253,"Jones, TX",928.55
48255,"Karnes, TX",747.56
48257,"Kaufman, TX",780.7
48259,"Kendall, TX",662.45
48261,"Kenedy, TX",1458.33
48263,"Kent, TX",902.51
48265,"Kerr, TX",1103.32
48267,"Kimble, TX",1250.99
48269,"King, TX",910.87
48271,"Kinney, TX",1360.06
48273,"Kleberg, TX",881.31
48275,"Knox, TX",850.62
48277,"Lamar, TX",907.19
48279,"Lamb, TX",1016.18
48281,"Lampasas, TX",712.84
48283,"La Salle, TX",1486.69
48285,"Lavaca, TX",969.71
48287,"Lee, TX",629.02
48289,"Leon, TX",1073.15
48291,"Liberty, TX",1158.42
48293,"Limestone, TX",905.29
48295,"Lipscomb, TX",932.18
48297,"Live Oak, TX",1039.7
48299,"Llano, TX",934.03
48301,"Loving, TX",668.93
48303,"Lubbock, TX",895.6
48305,"Lynn, TX",891.87
48307,"McCulloch, TX",1065.6
48309,"McLennan, TX",1037.1
48311,"McMullen, TX",1139.43
48313,"Madison, TX",466.07
48315,"Marion, TX",380.88
48317,"Martin, TX",914.94
48319,"Mason, TX",928.8
48321,"Matagorda, TX",1100.28
48323,"Maverick, TX",1279.26
48325,"Medina, TX",1325.36
48327,"Menard, TX",902.03
48329,"Midland, TX",900.3
48331,"Milam, TX",1016.93
48333,"Mills, TX",748.26
48335,"Mitchell, TX",911.09
48337,"Montague, TX",930.91
48339,"Montgomery, TX",1041.74
48341,"Moore, TX",899.69
48343,"Morris, TX",251.99
48345,"Motley, TX",989.56
48347,"Nacogdoches, TX",946.54
48349,"Navarro, TX",1009.63
48351,"Newton, TX",933.68
48353,"Nolan, TX",912.0
48355,"Nueces, TX",838.48
48357,"Ochiltree, TX",917.63
48359,"Oldham, TX",1500.53
48361,"Orange, TX",333.67
48363,"Palo Pinto, TX",951.79
48365,"Panola, TX",801.75
48367,"Parker, TX",903.48
48369,"Parmer, TX",880.78
48371,"Pecos, TX",4763.85
48373,"Polk, TX",1057.09
48375,"Potter, TX",908.37
48377,"Presidio, TX",3855.24
48379,"Rains, TX",229.45
48381,"Randall, TX",911.54
48383,"Reagan, TX",1175.3
48385,"Real, TX",699.2
48387,"Red River, TX",1036.58
48389,"Reeves, TX",2635.38
48391,"Refugio, TX",770.44
48393,"Roberts, TX",924.06
48395,"Robertson, TX",855.68
48397,"Rockwall, TX",127.04
48399,"Runnels, TX",1050.95
48401,"Rusk, TX",924.03
48403,"Sabine, TX",491.39
48405,"San Augustine, TX",530.66
48407,"San Jacinto, TX",569.24
48409,"San Patricio, TX",693.45
48411,"San Saba, TX",1135.3
48413,"Schleicher, TX",1310.63
48415,"Scurry, TX",905.44
48417,"Shackelford, TX",914.29
48419,"Shelby, TX",795.58
48421,"Sherman, TX",923.04
48423,"Smith, TX",921.45
48425,"Somervell, TX",186.46
48427,"Starr, TX",1223.18
48429,"Stephens, TX",896.72
48431,"Sterling, TX",923.45
48433,"Stonewall, TX",916.31
48435,"Sutton, TX",1453.93
48437,"Swisher, TX",890.16
48439,"Tarrant, TX",863.61
48441,"Taylor, TX",915.55
48443,"Terrell, TX",2358.03
48445,"Terry, TX",888.84
48447,"Throckmorton, TX",912.55
48449,"Titus, TX",406.05
48451,"Tom Green, TX",1521.97
48453,"Travis, TX",990.2
48455,"Trinity, TX",693.61
48457,"Tyler, TX",924.5
48459,"Upshur, TX",582.95
48461,"Upton, TX",1241.32
48463,"Uvalde, TX",1551.95
48465,"Val Verde, TX",3144.75
48467,"Van Zandt, TX",842.56
48469,"Victoria, TX",882.14
48471,"Walker, TX",784.17
48473,"Waller, TX",513.43
48475,"Ward, TX",835.6
48477,"Washington, TX",603.95
48479,"Webb, TX",3361.48
48481,"Wharton, TX",1086.15
48483,"Wheeler, TX",914.52
48485,"Wichita, TX",627.78
48487,"Wilbarger, TX",970.84
48489,"Willacy, TX",590.55
48491,"Williamson, TX",1118.3
48493,"Wilson, TX",803.73
48495,"Winkler, TX",841.11
48497,"Wise, TX",904.42
48499,"Wood, TX",645.23
48501,"Yoakum, TX",799.71
48503,"Young, TX",914.47
48505,"Zapata, TX",998.41
48507,"Zavala, TX",1297.41
49001,"Beaver, UT",2589.88
49003,"Box Elder, UT",5745.55
49005,"Cache, UT",1164.81
49007,"Carbon, UT",1478.49
49009,"Daggett, UT",696.98
49011,"Davis, UT",298.78
49013,"Duchesne, UT",3240.95
49015,"Emery, UT",4462.31
49017,"Garfield, UT",5175.12
49019,"Grand, UT",3671.54
49021,"Iron, UT",3296.68
49023,"Juab, UT",3392.28
49025,"Kane, UT",3990.23
49027,"Millard, UT",6572.43
49029,"Morgan, UT",609.2
49031,"Piute, UT",757.79
49033,"Rich, UT",1028.78
49035,"Salt Lake, UT",742.28
49037,"San Juan, UT",7819.99
49039,"Sanpete, UT",1590.15
49041,"Sevier, UT",1910.58
49043,"Summit, UT",1871.71
49045,"Tooele, UT",6941.35
49047,"Uintah, UT",4479.69
49049,"Utah, UT",2003.45
49051,"Wasatch, UT",1175.5
49053,"Washington, UT",2426.36
49055,"Wayne, UT",2460.68
49057,"Weber, UT",576.08
50001,"Addison, VT",766.33
50003,"Bennington, VT",674.98
50005,"Caledonia, VT",648.86
50007,"Chittenden, VT",536.58
50009,"Essex, VT",663.6
50011,"Franklin, VT",633.71
50013,"Grand Isle, VT",81.81
50015,"Lamoille, VT",458.8
50017,"Orange, VT",687.03
50019,"Orleans, VT",693.27
50021,"Rutland, VT",929.82
50023,"Washington, VT",687.23
50025,"Windham, VT",785.31
50027,"Windsor, VT",969.34
51001,"Accomack, VA",449.5
51003,"Albemarle, VA",720.7
51005,"Alleghany, VA",445.46
51007,"Amelia, VA",355.27
51009,"Amherst, VA",473.93
51011,"Appomattox, VA",333.49
51013,"Arlington, VA",25.97
51015,"Augusta, VA",967.0
51017,"Bath, VA",529.16
51019,"Bedford, VA",753.02
51021,"Bland, VA",357.73
51023,"Botetourt, VA",541.2
51025,"Brunswick, VA",566.17
51027,"Buchanan, VA",502.76
51029,"Buckingham, VA",579.66
51031,"Campbell, VA",503.87
51033,"Caroline, VA",527.51
51035,"Carroll, VA",474.69
51036,"Charles City, VA",182.82
51037,"Charlotte, VA",475.27
51041,"Chesterfield, VA",423.3
51043,"Clarke, VA",176.18
51045,"Craig, VA",329.53
51047,"Culpeper, VA",379.23
51049,"Cumberland, VA",297.46
51051,"Dickenson, VA",330.53
51053,"Dinwiddie, VA",503.72
51057,"Essex, VA",257.12
51059,"Fairfax, VA",390.97
51061,"Fauquier, VA",647.45
51063,"Floyd, VA",380.42
51065,"Fluvanna, VA",286.01
51067,"Franklin, VA",690.43
51069,"Frederick, VA",413.5
51071,"Giles, VA",355.78
51073,"Gloucester, VA",217.81
51075,"Goochland, VA",281.42
51077,"Grayson, VA",442.18
51079,"Greene, VA",156.25
51081,"Greensville, VA",295.23
51083,"Halifax, VA",817.84
51085,"Hanover, VA",468.54
51087,"Henrico, VA",233.7
51089,"Henry, VA",382.33
51091,"Highland, VA",415.16
51093,"Isle of Wight, VA",315.61
51095,"James City, VA",142.44
51097,"King and Queen, VA",315.14
51099,"King George, VA",179.64
51101,"King William, VA",273.94
51103,"Lancaster, VA",133.25
51105,"Lee, VA",435.52
51107,"Loudoun, VA",515.56
51109,"Louisa, VA",496.3
51111,"Lunenburg, VA",431.68
51113,"Madison, VA",320.68
51115,"Mathews, VA",85.93
51117,"Mecklenburg, VA",625.49
51119,"Middlesex, VA",130.31
51121,"Montgomery, VA",387.01
51125,"Nelson, VA",470.86
51127,"New Kent, VA",209.73
51131,"Northampton, VA",211.61
51133,"Northumberland, VA",191.3
51135,"Nottoway, VA",314.39
51137,"Orange, VA",340.78
51139,"Page, VA",310.86
51141,"Patrick, VA",483.1
51143,"Pittsylvania, VA",968.94
51145,"Powhatan, VA",260.22
51147,"Prince Edward, VA",349.96
51149,"Prince George, VA",265.16
51153,"Prince William, VA",336.4
51155,"Pulaski, VA",319.86
51157,"Rappahannock, VA",266.23
51159,"Richmond, VA",191.49
51161,"Roanoke, VA",250.52
51163,"Rockbridge, VA",597.56
51165,"Rockingham, VA",849.09
51167,"Russell, VA",473.82
51169,"Scott, VA",535.53
51171,"Shenandoah, VA",508.78
51173,"Smyth, VA",450.93
51175,"Southampton, VA",599.15
51177,"Spotsylvania, VA",401.5
51179,"Stafford, VA",268.96
51181,"Surry, VA",278.95
51183,"Sussex, VA",490.22
51185,"Tazewell, VA",518.85
51187,"Warren, VA",213.47
51191,"Washington, VA",560.98
51193,"Westmoreland, VA",229.38
51195,"Wise, VA",403.19
51197,"Wythe, VA",461.82
51199,"York, VA",104.78
51510,"Alexandria, VA",15.03
51520,"Bristol, VA",13.01
51530,"Buena Vista, VA",6.7
51540,"Charlottesville, VA",10.24
51550,"Chesapeake, VA",340.8
51570,"Colonial Heights, VA",7.52
51580,"Covington, VA",5.47
51590,"Danville, VA",42.93
51595,"Emporia, VA",6.89
51600,"Fairfax, VA",6.24
51610,"Falls Church, VA",2.0
51620,"Franklin, VA",8.21
51630,"Fredericksburg, VA",10.44
51640,"Galax, VA",8.24
51650,"Hampton, VA",51.41
51660,"Harrisonburg, VA",17.42
51670,"Hopewell, VA",10.28
51678,"Lexington, VA",2.5
51680,"Lynchburg, VA",49.13
51683,"Manassas, VA",9.88
51685,"Manassas Park, VA",2.53
51690,"Martinsville, VA",10.96
51700,"Newport News, VA",68.71
51710,"Norfolk, VA",54.12
51720,"Norton, VA",7.48
51730,"Petersburg, VA",22.93
51735,"Poquoson, VA",15.32
51740,"Portsmouth, VA",33.65
51750,"Radford, VA",9.87
51760,"Richmond, VA",59.81
51770,"Roanoke, VA",42.56
51775,"Salem, VA",14.44
51790,"Staunton, VA",19.98
51800,"Suffolk, VA",400.17
51810,"Virginia Beach, VA",249.02
51820,"Waynesboro, VA",15.04
51830,"Williamsburg, VA",9.02
51840,"Winchester, VA",9.23
53001,"Adams, WA",1924.98
53003,"Asotin, WA",636.21
53005,"Benton, WA",1700.38
53007,"Chelan, WA",2920.53
53009,"Clallam, WA",1738.33
53011,"Clark, WA",629.0
53013,"Columbia, WA",868.63
53015,"Cowlitz, WA",1140.13
53017,"Douglas, WA",1819.26
53019,"Ferry, WA",2203.16
53021,"Franklin, WA",1242.17
53023,"Garfield, WA",710.69
53025,"Grant, WA",2679.51
53027,"Grays Harbor, WA",1902.03
53029,"Island, WA",208.45
53031,"Jefferson, WA",1803.7
53033,"King, WA",2115.57
53035,"Kitsap, WA",394.94
53037,"Kittitas, WA",2297.27
53039,"Klickitat, WA",1871.31
53041,"Lewis, WA",2402.8
53043,"Lincoln, WA",2310.49
53045,"Mason, WA",959.42
53047,"Okanogan, WA",5267.98
53049,"Pacific, WA",932.66
53051,"Pend Oreille, WA",1399.99
53053,"Pierce, WA",1669.51
53055,"San Juan, WA",173.92
53057,"Skagit, WA",1731.2
53059,"Skamania, WA",1655.68
53061,"Snohomish, WA",2087.27
53063,"Spokane, WA",1763.79
53065,"Stevens, WA",2477.77
53067,"Thurston, WA",721.96
53069,"Wahkiakum, WA",263.38
53071,"Walla Walla, WA",1270.13
53073,"Whatcom, WA",2106.86
53075,"Whitman, WA",2159.09
53077,"Yakima, WA",4295.4
54001,"Barbour, WV",341.06
54003,"Berkeley, WV",321.14
54005,"Boone, WV",501.54
54007,"Braxton, WV",510.81
54009,"Brooke, WV",89.21
54011,"Cabell, WV",281.02
54013,"Calhoun, WV",279.25
54015,"Clay, WV",341.9
54017,"Doddridge, WV",319.72
54019,"Fayette, WV",661.55
54021,"Gilmer, WV",338.5
54023,"Grant, WV",477.37
54025,"Greenbrier, WV",1019.57
54027,"Hampshire, WV",640.25
54029,"Hancock, WV",82.61
54031,"Hardy, WV",582.31
54033,"Harrison, WV",416.01
54035,"Jackson, WV",464.35
54037,"Jefferson, WV",209.64
54039,"Kanawha, WV",901.59
54041,"Lewis, WV",384.9
54043,"Lincoln, WV",437.04
54045,"Logan, WV",453.74
54047,"McDowell, WV",533.46
54049,"Marion, WV",308.74
54051,"Marshall, WV",305.43
54053,"Mason, WV",430.75
54055,"Mercer, WV",418.99
54057,"Mineral, WV",327.83
54059,"Mingo, WV",423.11
54061,"Monongalia, WV",360.06
54063,"Monroe, WV",472.75
54065,"Morgan, WV",229.07
54067,"Nicholas, WV",646.82
54069,"Ohio, WV",105.82
54071,"Pendleton, WV",696.05
54073,"Pleasants, WV",130.1
54075,"Pocahontas, WV",940.28
54077,"Preston, WV",648.81
54079,"Putnam, WV",345.67
54081,"Raleigh, WV",605.35
54083,"Randolph, WV",1039.68
54085,"Ritchie, WV",451.99
54087,"Roane, WV",483.56
54089,"Summers, WV",360.46
54091,"Taylor, WV",172.77
54093,"Tucker, WV",418.92
54095,"Tyler, WV",256.29
54097,"Upshur, WV",354.64
54099,"Wayne, WV",505.98
54101,"Webster, WV",553.47
54103,"Wetzel, WV",358.06
54105,"Wirt, WV",232.51
54107,"Wood, WV",366.26
54109,"Wyoming, WV",499.45
55001,"Adams, WI",645.65
55003,"Ashland, WI",1045.04
55005,"Barron, WI",862.71
55007,"Bayfield, WI",1477.86
55009,"Brown, WI",529.71
55011,"Buffalo, WI",671.64
55013,"Burnett, WI",821.85
55015,"Calumet, WI",318.24
55017,"Chippewa, WI",1008.37
55019,"Clark, WI",1209.82
55021,"Columbia, WI",765.53
55023,"Crawford, WI",570.66
55025,"Dane, WI",1197.24
55027,"Dodge, WI",875.63
55029,"Door, WI",481.98
55031,"Douglas, WI",1304.14
55033,"Dunn, WI",850.11
55035,"Eau Claire, WI",637.98
55037,"Florence, WI",488.2
55039,"Fond du Lac, WI",719.55
55041,"Forest, WI",1014.07
55043,"Grant, WI",1146.85
55045,"Green, WI",583.96
55047,"Green Lake, WI",349.44
55049,"Iowa, WI",762.58
55051,"Iron, WI",758.17
55053,"Jackson, WI",987.72
55055,"Jefferson, WI",556.47
55057,"Juneau, WI",766.93
55059,"Kenosha, WI",271.99
55061,"Kewaunee, WI",342.52
55063,"La Crosse, WI",451.69
55065,"Lafayette, WI",633.59
55067,"Langlade, WI",870.64
55069,"Lincoln, WI",878.97
55071,"Manitowoc, WI",589.08
55073,"Marathon, WI",1544.98
55075,"Marinette, WI",1399.35
55077,"Marquette, WI",455.6
55078,"Menominee, WI",357.61
55079,"Milwaukee, WI",241.4
55081,"Monroe, WI",900.78
55083,"Oconto, WI",997.99
55085,"Oneida, WI",1112.97
55087,"Outagamie, WI",637.52
55089,"Ozaukee, WI",233.08
55091,"Pepin, WI",231.98
55093,"Pierce, WI",573.75
55095,"Polk, WI",913.96
55097,"Portage, WI",800.68
55099,"Price, WI",1254.38
55101,"Racine, WI",332.5
55103,"Richland, WI",586.15
55105,"Rock, WI",718.14
55107,"Rusk, WI",913.59
55109,"St. Croix, WI",722.33
55111,"Sauk, WI",830.9
55113,"Sawyer, WI",1257.31
55115,"Shawano, WI",893.06
55117,"Sheboygan, WI",511.27
55119,"Taylor, WI",974.88
55121,"Trempealeau, WI",732.97
55123,"Vernon, WI",791.58
55125,"Vilas, WI",856.6
55127,"Walworth, WI",555.13
55129,"Washburn, WI",797.11
55131,"Washington, WI",430.7
55133,"Waukesha, WI",549.57
55135,"Waupaca, WI",747.71
55137,"Waushara, WI",626.15
55139,"Winnebago, WI",434.49
55141,"Wood, WI",793.12
56001,"Albany, WY",4273.84
56003,"Big Horn, WY",3137.1
56005,"Campbell, WY",4802.71
56007,"Carbon, WY",7897.58
56009,"Converse, WY",4254.88
56011,"Crook, WY",2854.41
56013,"Fremont, WY",9183.81
56015,"Goshen, WY",2225.39
56017,"Hot Springs, WY",2004.09
56019,"Johnson, WY",4154.15
56021,"Laramie, WY",2685.91
56023,"Lincoln, WY",4076.13
56025,"Natrona, WY",5340.35
56027,"Niobrara, WY",2626.04
56029,"Park, WY",6942.08
56031,"Platte, WY",2084.21
56033,"Sheridan, WY",2523.99
56035,"Sublette, WY",4886.54
56037,"Sweetwater, WY",10426.65
56039,"Teton, WY",3995.38
56041,"Uinta, WY",2081.26
56043,"Washakie, WY",2238.55
56045,"Weston, WY",2398.09
